"ML_Model","Disease","LLM_1","LLM_2","n_seeds","mean_1","mean_2","df","p_value","q_value"
"GLMNETRidge","ME/CFS","Claude Opus4 Short","GPT o3 Short",100,0.614957983193277,0.605182072829132,99,0.228708541565997,0.304870272692955
"GLMNETRidge","ME/CFS","Claude Opus4 Short","Gemini 2.5 Pro Long",100,0.614957983193277,0.607254901960784,99,0.359655498683132,0.446705874160578
"GLMNETRidge","ME/CFS","Claude Opus4 Short","Gemini 2.5 Pro Short",100,0.614957983193277,0.598557422969188,99,0.0611682166938711,0.0963029017152642
"GLMNETRidge","ME/CFS","Claude Opus4 Short","Gemini Advanced 2.0 Flash Long",100,0.614957983193277,0.594901960784314,99,0.0142622034899005,0.0252174971032567
"GLMNETRidge","ME/CFS","Claude Opus4 Short","Gemini Advanced 2.0 Flash Short",100,0.614957983193277,0.602436974789916,99,0.158273627402602,0.224111515979825
"GLMNETRidge","ME/CFS","Claude Opus4 Short","Random",100,0.614957983193277,0.568571428571429,99,2.87794868435453e-06,7.90422525984695e-06
"GLMNETRidge","ME/CFS","DESeq","GPT 4o Long",100,0.660840336134454,0.604145658263305,99,1.69306426277314e-10,6.14636361352483e-10
"GLMNETRidge","ME/CFS","DESeq","GPT 4o Short",100,0.660840336134454,0.599103641456583,99,3.60307772835978e-09,1.21137958108648e-08
"GLMNETRidge","ME/CFS","DESeq","GPT o3 Long",100,0.660840336134454,0.592240896358543,99,5.11401640137944e-13,2.19516741757325e-12
"GLMNETRidge","ME/CFS","DESeq","GPT o3 Short",100,0.660840336134454,0.605182072829132,99,4.07671556190912e-11,1.55006037381781e-10
"GLMNETRidge","ME/CFS","DESeq","Gemini 2.5 Pro Long",100,0.660840336134454,0.607254901960784,99,1.0747197224531e-07,3.34929776517917e-07
"GLMNETRidge","ME/CFS","DESeq","Gemini 2.5 Pro Short",100,0.660840336134454,0.598557422969188,99,1.82788260486599e-10,6.58327112306616e-10
"GLMNETRidge","ME/CFS","DESeq","Gemini Advanced 2.0 Flash Long",100,0.660840336134454,0.594901960784314,99,1.25602003900703e-14,6.05818852736608e-14
"GLMNETRidge","ME/CFS","DESeq","Gemini Advanced 2.0 Flash Short",100,0.660840336134454,0.602436974789916,99,1.17805496590685e-09,4.09171762967648e-09
"GLMNETRidge","ME/CFS","DESeq","Random",100,0.660840336134454,0.568571428571429,99,3.59461702172009e-18,2.18073432651019e-17
"GLMNETRidge","ME/CFS","GPT 4o Long","GPT 4o Short",100,0.604145658263305,0.599103641456583,99,0.597372168524064,0.678945054150997
"GLMNETRidge","ME/CFS","GPT 4o Long","GPT o3 Long",100,0.604145658263305,0.592240896358543,99,0.197772891347134,0.27186303795452
"GLMNETRidge","ME/CFS","GPT 4o Long","GPT o3 Short",100,0.604145658263305,0.605182072829132,99,0.899942464136094,0.927335418226378
"GLMNETRidge","ME/CFS","GPT 4o Long","Gemini 2.5 Pro Long",100,0.604145658263305,0.607254901960784,99,0.736411402117378,0.804333283207801
"GLMNETRidge","ME/CFS","GPT 4o Long","Gemini 2.5 Pro Short",100,0.604145658263305,0.598557422969188,99,0.521921698527873,0.613100790439369
"GLMNETRidge","ME/CFS","GPT 4o Long","Gemini Advanced 2.0 Flash Long",100,0.604145658263305,0.594901960784314,99,0.261411843930191,0.34089904983807
"GLMNETRidge","ME/CFS","GPT 4o Long","Gemini Advanced 2.0 Flash Short",100,0.604145658263305,0.602436974789916,99,0.843560405075379,0.882344791515627
"GLMNETRidge","ME/CFS","GPT 4o Long","Random",100,0.604145658263305,0.568571428571429,99,0.000154607196841084,0.000364488469236753
"GLMNETRidge","ME/CFS","GPT 4o Short","GPT o3 Long",100,0.599103641456583,0.592240896358543,99,0.461417928210553,0.552487256146847
"GLMNETRidge","ME/CFS","GPT 4o Short","GPT o3 Short",100,0.599103641456583,0.605182072829132,99,0.437102564674169,0.527071555459577
"GLMNETRidge","ME/CFS","GPT 4o Short","Gemini 2.5 Pro Long",100,0.599103641456583,0.607254901960784,99,0.387049548065022,0.472983556946065
"GLMNETRidge","ME/CFS","GPT 4o Short","Gemini 2.5 Pro Short",100,0.599103641456583,0.598557422969188,99,0.944718734007393,0.959148766992081
"GLMNETRidge","ME/CFS","GPT 4o Short","Gemini Advanced 2.0 Flash Long",100,0.599103641456583,0.594901960784314,99,0.632316676857685,0.711551742712893
"GLMNETRidge","ME/CFS","GPT 4o Short","Gemini Advanced 2.0 Flash Short",100,0.599103641456583,0.602436974789916,99,0.594439202682839,0.677286746322464
"GLMNETRidge","ME/CFS","GPT 4o Short","Random",100,0.599103641456583,0.568571428571429,99,0.00290204385419998,0.00577447501601017
"GLMNETRidge","ME/CFS","GPT o3 Long","GPT o3 Short",100,0.592240896358543,0.605182072829132,99,0.101304798200494,0.154159475522491
"GLMNETRidge","ME/CFS","GPT o3 Long","Gemini 2.5 Pro Long",100,0.592240896358543,0.607254901960784,99,0.116736896581283,0.173202025905925
"GLMNETRidge","ME/CFS","GPT o3 Long","Gemini 2.5 Pro Short",100,0.592240896358543,0.598557422969188,99,0.469728744238316,0.56096214863106
"GLMNETRidge","ME/CFS","GPT o3 Long","Gemini Advanced 2.0 Flash Long",100,0.592240896358543,0.594901960784314,99,0.753458250276132,0.817544126889444
"GLMNETRidge","ME/CFS","GPT o3 Long","Gemini Advanced 2.0 Flash Short",100,0.592240896358543,0.602436974789916,99,0.253291606509115,0.332689270802535
"GLMNETRidge","ME/CFS","GPT o3 Long","Random",100,0.592240896358543,0.568571428571429,99,0.0129830096454554,0.023318168639535
"GLMNETRidge","ME/CFS","GPT o3 Short","Gemini 2.5 Pro Long",100,0.605182072829132,0.607254901960784,99,0.81036996584037,0.856820296957479
"GLMNETRidge","ME/CFS","GPT o3 Short","Gemini 2.5 Pro Short",100,0.605182072829132,0.598557422969188,99,0.3734612772441,0.460501032916167
"GLMNETRidge","ME/CFS","GPT o3 Short","Gemini Advanced 2.0 Flash Long",100,0.605182072829132,0.594901960784314,99,0.176084094964327,0.24727859015052
"GLMNETRidge","ME/CFS","GPT o3 Short","Gemini Advanced 2.0 Flash Short",100,0.605182072829132,0.602436974789916,99,0.736247955033261,0.804333283207801
"GLMNETRidge","ME/CFS","GPT o3 Short","Random",100,0.605182072829132,0.568571428571429,99,8.89081752090046e-06,2.32936006065818e-05
"GLMNETRidge","ME/CFS","Gemini 2.5 Pro Long","Gemini 2.5 Pro Short",100,0.607254901960784,0.598557422969188,99,0.381659926776336,0.467653321409066
"GLMNETRidge","ME/CFS","Gemini 2.5 Pro Long","Gemini Advanced 2.0 Flash Long",100,0.607254901960784,0.594901960784314,99,0.117903505494326,0.174742980455761
"GLMNETRidge","ME/CFS","Gemini 2.5 Pro Long","Gemini Advanced 2.0 Flash Short",100,0.607254901960784,0.602436974789916,99,0.586225682631896,0.671870744578117
"GLMNETRidge","ME/CFS","Gemini 2.5 Pro Long","Random",100,0.607254901960784,0.568571428571429,99,0.000136526224853019,0.000325232629885464
"GLMNETRidge","ME/CFS","Gemini 2.5 Pro Short","Gemini Advanced 2.0 Flash Long",100,0.598557422969188,0.594901960784314,99,0.692172490800801,0.768767656585104
"GLMNETRidge","ME/CFS","Gemini 2.5 Pro Short","Gemini Advanced 2.0 Flash Short",100,0.598557422969188,0.602436974789916,99,0.622942700530304,0.703322403824537
"GLMNETRidge","ME/CFS","Gemini 2.5 Pro Short","Random",100,0.598557422969188,0.568571428571429,99,0.00147243703835935,0.00309688221473115
"GLMNETRidge","ME/CFS","Gemini Advanced 2.0 Flash Long","Gemini Advanced 2.0 Flash Short",100,0.594901960784314,0.602436974789916,99,0.389658015736625,0.47574525177146
"GLMNETRidge","ME/CFS","Gemini Advanced 2.0 Flash Long","Random",100,0.594901960784314,0.568571428571429,99,0.00433683112959825,0.00843272719644104
"GLMNETRidge","ME/CFS","Gemini Advanced 2.0 Flash Short","Random",100,0.602436974789916,0.568571428571429,99,0.000483467864380581,0.00107481048025976
"NNET","ME/CFS","Claude 3.7 Sonnet Long","Claude 3.7 Sonnet Short",100,0.576624649859944,0.565756302521008,99,0.295870369404314,0.379570539696324
"NNET","ME/CFS","Claude 3.7 Sonnet Long","Claude Opus4 Long",100,0.576624649859944,0.575546218487395,99,0.925854413708707,0.945951552928432
"NNET","ME/CFS","Claude 3.7 Sonnet Long","Claude Opus4 Short",100,0.576624649859944,0.571918767507003,99,0.676000814539375,0.755107292836535
"NNET","ME/CFS","Claude 3.7 Sonnet Long","DESeq",100,0.576624649859944,0.62984593837535,99,7.30025566365183e-07,2.1156791891475e-06
"NNET","ME/CFS","Claude 3.7 Sonnet Long","GPT 4o Long",100,0.576624649859944,0.568865546218487,99,0.482728254594887,0.574476083279878
"NNET","ME/CFS","Claude 3.7 Sonnet Long","GPT 4o Short",100,0.576624649859944,0.561834733893557,99,0.183063850076724,0.255503226334079
"NNET","ME/CFS","Claude 3.7 Sonnet Long","GPT o3 Long",100,0.576624649859944,0.552871148459384,99,0.0236966660909297,0.0403316074989016
"NNET","ME/CFS","Claude 3.7 Sonnet Long","GPT o3 Short",100,0.576624649859944,0.570224089635854,99,0.555422979697312,0.642397908946887
"NNET","ME/CFS","Claude 3.7 Sonnet Long","Gemini 2.5 Pro Long",100,0.576624649859944,0.570994397759104,99,0.61265873342228,0.693432148525218
"NNET","ME/CFS","Claude 3.7 Sonnet Long","Gemini 2.5 Pro Short",100,0.576624649859944,0.571666666666667,99,0.61357131940031,0.693889685982952
"NNET","ME/CFS","Claude 3.7 Sonnet Long","Gemini Advanced 2.0 Flash Long",100,0.576624649859944,0.556176470588235,99,0.071425493182803,0.111043050335451
"NNET","ME/CFS","Claude 3.7 Sonnet Long","Gemini Advanced 2.0 Flash Short",100,0.576624649859944,0.562142857142857,99,0.190583606649645,0.263573073026105
"NNET","ME/CFS","Claude 3.7 Sonnet Long","Random",100,0.576624649859944,0.559019607843137,99,0.114083537942032,0.169634018835374
"NNET","ME/CFS","Claude 3.7 Sonnet Short","Claude Opus4 Long",100,0.565756302521008,0.575546218487395,99,0.337103258522861,0.422539897046561
"NNET","ME/CFS","Claude 3.7 Sonnet Short","Claude Opus4 Short",100,0.565756302521008,0.571918767507003,99,0.552195417890049,0.640396555157109
"NNET","ME/CFS","Claude 3.7 Sonnet Short","DESeq",100,0.565756302521008,0.62984593837535,99,1.65533596571042e-08,5.37984188855888e-08
"NNET","ME/CFS","Claude 3.7 Sonnet Short","GPT 4o Long",100,0.565756302521008,0.568865546218487,99,0.762104549369113,0.824304841433311
"NNET","ME/CFS","Claude 3.7 Sonnet Short","GPT 4o Short",100,0.565756302521008,0.561834733893557,99,0.687632610683098,0.765594219887789
"NNET","ME/CFS","Claude 3.7 Sonnet Short","GPT o3 Long",100,0.565756302521008,0.552871148459384,99,0.155516202285311,0.221355178435296
"NNET","ME/CFS","Claude 3.7 Sonnet Short","GPT o3 Short",100,0.565756302521008,0.570224089635854,99,0.661975183410313,0.741260152055026
"NNET","ME/CFS","Claude 3.7 Sonnet Short","Gemini 2.5 Pro Long",100,0.565756302521008,0.570994397759104,99,0.594065573332303,0.677286746322464
"NNET","ME/CFS","Claude 3.7 Sonnet Short","Gemini 2.5 Pro Short",100,0.565756302521008,0.571666666666667,99,0.55588958077715,0.642397908946887
"NNET","ME/CFS","Claude 3.7 Sonnet Short","Gemini Advanced 2.0 Flash Long",100,0.565756302521008,0.556176470588235,99,0.354382749258546,0.440959391739212
"NNET","ME/CFS","Claude 3.7 Sonnet Short","Gemini Advanced 2.0 Flash Short",100,0.565756302521008,0.562142857142857,99,0.716222917545312,0.786519937610097
"NNET","ME/CFS","Claude 3.7 Sonnet Short","Random",100,0.565756302521008,0.559019607843137,99,0.494320835602995,0.585850889702852
"NNET","ME/CFS","Claude Opus4 Long","Claude Opus4 Short",100,0.575546218487395,0.571918767507003,99,0.703154357620994,0.774661580429909
"NNET","ME/CFS","Claude Opus4 Long","DESeq",100,0.575546218487395,0.62984593837535,99,1.48163780909259e-07,4.5653174027345e-07
"NNET","ME/CFS","Claude Opus4 Long","GPT 4o Long",100,0.575546218487395,0.568865546218487,99,0.533471395091901,0.621851797011482
"NNET","ME/CFS","Claude Opus4 Long","GPT 4o Short",100,0.575546218487395,0.561834733893557,99,0.176465555643103,0.247559592448957
"NNET","ME/CFS","Claude Opus4 Long","GPT o3 Long",100,0.575546218487395,0.552871148459384,99,0.0375561679652587,0.0616155880680026
"NNET","ME/CFS","Claude Opus4 Long","GPT o3 Short",100,0.575546218487395,0.570224089635854,99,0.627575368935199,0.70738264128534
"NNET","ME/CFS","Claude Opus4 Long","Gemini 2.5 Pro Long",100,0.575546218487395,0.570994397759104,99,0.651739756271419,0.730421215443132
"NNET","ME/CFS","Claude Opus4 Long","Gemini 2.5 Pro Short",100,0.575546218487395,0.571666666666667,99,0.712275723735793,0.783445900805284
"NNET","ME/CFS","Claude Opus4 Long","Gemini Advanced 2.0 Flash Long",100,0.575546218487395,0.556176470588235,99,0.0428350851781381,0.0696899776736096
"NNET","ME/CFS","Claude Opus4 Long","Gemini Advanced 2.0 Flash Short",100,0.575546218487395,0.562142857142857,99,0.175530890712251,0.246755577571805
"NNET","ME/CFS","Claude Opus4 Long","Random",100,0.575546218487395,0.559019607843137,99,0.126424868810486,0.185160886187031
"NNET","ME/CFS","Claude Opus4 Short","DESeq",100,0.571918767507003,0.62984593837535,99,3.00863213533978e-07,9.10594870230334e-07
"NNET","ME/CFS","Claude Opus4 Short","GPT 4o Long",100,0.571918767507003,0.568865546218487,99,0.789525906514029,0.842319915421547
"NNET","ME/CFS","Claude Opus4 Short","GPT 4o Short",100,0.571918767507003,0.561834733893557,99,0.341640052828294,0.427186547572135
"NNET","ME/CFS","Claude Opus4 Short","GPT o3 Long",100,0.571918767507003,0.552871148459384,99,0.0459369189434722,0.0744701833228499
"NNET","ME/CFS","Claude Opus4 Short","GPT o3 Short",100,0.571918767507003,0.570224089635854,99,0.875083854134726,0.908357004482054
"NNET","ME/CFS","Claude Opus4 Short","Gemini 2.5 Pro Long",100,0.571918767507003,0.570994397759104,99,0.920965043354733,0.9418695546933
"NNET","ME/CFS","Claude Opus4 Short","Gemini 2.5 Pro Short",100,0.571918767507003,0.571666666666667,99,0.982565643839311,0.987630415199308
"NNET","ME/CFS","Claude Opus4 Short","Gemini Advanced 2.0 Flash Long",100,0.571918767507003,0.556176470588235,99,0.108439814241019,0.162659721361528
"NNET","ME/CFS","Claude Opus4 Short","Gemini Advanced 2.0 Flash Short",100,0.571918767507003,0.562142857142857,99,0.323534929204437,0.408156357083232
"NNET","ME/CFS","Claude Opus4 Short","Random",100,0.571918767507003,0.559019607843137,99,0.28140975459806,0.363409947990872
"NNET","ME/CFS","DESeq","GPT 4o Long",100,0.62984593837535,0.568865546218487,99,8.81202172974181e-07,2.54414015727793e-06
"NNET","ME/CFS","DESeq","GPT 4o Short",100,0.62984593837535,0.561834733893557,99,2.96628973819196e-09,1.00721032155025e-08
"NNET","ME/CFS","DESeq","GPT o3 Long",100,0.62984593837535,0.552871148459384,99,5.85212875577318e-12,2.2954470550662e-11
"NNET","ME/CFS","DESeq","GPT o3 Short",100,0.62984593837535,0.570224089635854,99,4.00251129542918e-07,1.19288819176001e-06
"NNET","ME/CFS","DESeq","Gemini 2.5 Pro Long",100,0.62984593837535,0.570994397759104,99,5.03536971014685e-08,1.60590646129684e-07
"NNET","ME/CFS","DESeq","Gemini 2.5 Pro Short",100,0.62984593837535,0.571666666666667,99,1.35117655218666e-07,4.19464734391475e-07
"NNET","ME/CFS","DESeq","Gemini Advanced 2.0 Flash Long",100,0.62984593837535,0.556176470588235,99,6.84622846116340e-10,2.41475499986771e-09
"NNET","ME/CFS","DESeq","Gemini Advanced 2.0 Flash Short",100,0.62984593837535,0.562142857142857,99,3.38174801741409e-09,1.14259555538867e-08
"NNET","ME/CFS","DESeq","Random",100,0.62984593837535,0.559019607843137,99,1.67169407253157e-09,5.71895340602907e-09
"NNET","ME/CFS","GPT 4o Long","GPT 4o Short",100,0.568865546218487,0.561834733893557,99,0.531911855671161,0.621094681771715
"NNET","ME/CFS","GPT 4o Long","GPT o3 Long",100,0.568865546218487,0.552871148459384,99,0.162016630519235,0.228936543125006
"NNET","ME/CFS","GPT 4o Long","GPT o3 Short",100,0.568865546218487,0.570224089635854,99,0.911319005790491,0.935301084890241
"NNET","ME/CFS","GPT 4o Long","Gemini 2.5 Pro Long",100,0.568865546218487,0.570994397759104,99,0.851615667873482,0.887492934065555
"NNET","ME/CFS","GPT 4o Long","Gemini 2.5 Pro Short",100,0.568865546218487,0.571666666666667,99,0.794021789192095,0.843455052332459
"NNET","ME/CFS","GPT 4o Long","Gemini Advanced 2.0 Flash Long",100,0.568865546218487,0.556176470588235,99,0.224020013654334,0.299791488860947
"NNET","ME/CFS","GPT 4o Long","Gemini Advanced 2.0 Flash Short",100,0.568865546218487,0.562142857142857,99,0.563569240718345,0.649174695004676
"NNET","ME/CFS","GPT 4o Long","Random",100,0.568865546218487,0.559019607843137,99,0.374710732640898,0.461208431068374
"NNET","ME/CFS","GPT 4o Short","GPT o3 Long",100,0.561834733893557,0.552871148459384,99,0.33202479865867,0.416940064552975
"NNET","ME/CFS","GPT 4o Short","GPT o3 Short",100,0.561834733893557,0.570224089635854,99,0.500508686654653,0.590998578965053
"NNET","ME/CFS","GPT 4o Short","Gemini 2.5 Pro Long",100,0.561834733893557,0.570994397759104,99,0.368388143229423,0.456720995011955
"NNET","ME/CFS","GPT 4o Short","Gemini 2.5 Pro Short",100,0.561834733893557,0.571666666666667,99,0.375670928480284,0.461557891427172
"NNET","ME/CFS","GPT 4o Short","Gemini Advanced 2.0 Flash Long",100,0.561834733893557,0.556176470588235,99,0.605354528152784,0.687388275265941
"NNET","ME/CFS","GPT 4o Short","Gemini Advanced 2.0 Flash Short",100,0.561834733893557,0.562142857142857,99,0.969632423383364,0.979338849254641
"NNET","ME/CFS","GPT 4o Short","Random",100,0.561834733893557,0.559019607843137,99,0.80675856030112,0.854325395508944
"NNET","ME/CFS","GPT o3 Long","GPT o3 Short",100,0.552871148459384,0.570224089635854,99,0.0955678835711272,0.146244575195727
"NNET","ME/CFS","GPT o3 Long","Gemini 2.5 Pro Long",100,0.552871148459384,0.570994397759104,99,0.0428156004996943,0.0696899776736096
"NNET","ME/CFS","GPT o3 Long","Gemini 2.5 Pro Short",100,0.552871148459384,0.571666666666667,99,0.0549467677979946,0.0875173139372959
"NNET","ME/CFS","GPT o3 Long","Gemini Advanced 2.0 Flash Long",100,0.552871148459384,0.556176470588235,99,0.715251286379707,0.786085350972867
"NNET","ME/CFS","GPT o3 Long","Gemini Advanced 2.0 Flash Short",100,0.552871148459384,0.562142857142857,99,0.318417462145037,0.4028172713883
"NNET","ME/CFS","GPT o3 Long","Random",100,0.552871148459384,0.559019607843137,99,0.546515207264119,0.634887879077041
"NNET","ME/CFS","GPT o3 Short","Gemini 2.5 Pro Long",100,0.570224089635854,0.570994397759104,99,0.944393477459421,0.959148766992081
"NNET","ME/CFS","GPT o3 Short","Gemini 2.5 Pro Short",100,0.570224089635854,0.571666666666667,99,0.896568151175764,0.925730352764688
"NNET","ME/CFS","GPT o3 Short","Gemini Advanced 2.0 Flash Long",100,0.570224089635854,0.556176470588235,99,0.212251118687058,0.286592584414418
"NNET","ME/CFS","GPT o3 Short","Gemini Advanced 2.0 Flash Short",100,0.570224089635854,0.562142857142857,99,0.476340350526985,0.567864260671908
"NNET","ME/CFS","GPT o3 Short","Random",100,0.570224089635854,0.559019607843137,99,0.305454284670483,0.39003283309187
"NNET","ME/CFS","Gemini 2.5 Pro Long","Gemini 2.5 Pro Short",100,0.570994397759104,0.571666666666667,99,0.946664864212806,0.959315174202286
"NNET","ME/CFS","Gemini 2.5 Pro Long","Gemini Advanced 2.0 Flash Long",100,0.570994397759104,0.556176470588235,99,0.116116051589661,0.172468346485188
"NNET","ME/CFS","Gemini 2.5 Pro Long","Gemini Advanced 2.0 Flash Short",100,0.570994397759104,0.562142857142857,99,0.39260771110541,0.478318857564579
"NNET","ME/CFS","Gemini 2.5 Pro Long","Random",100,0.570994397759104,0.559019607843137,99,0.241583646397435,0.319536509043119
"NNET","ME/CFS","Gemini 2.5 Pro Short","Gemini Advanced 2.0 Flash Long",100,0.571666666666667,0.556176470588235,99,0.108299199953423,0.162627511481213
"NNET","ME/CFS","Gemini 2.5 Pro Short","Gemini Advanced 2.0 Flash Short",100,0.571666666666667,0.562142857142857,99,0.390830466384689,0.476750300817784
"NNET","ME/CFS","Gemini 2.5 Pro Short","Random",100,0.571666666666667,0.559019607843137,99,0.206571408775802,0.281688284694275
"NNET","ME/CFS","Gemini Advanced 2.0 Flash Long","Gemini Advanced 2.0 Flash Short",100,0.556176470588235,0.562142857142857,99,0.55627423324192,0.642397908946887
"NNET","ME/CFS","Gemini Advanced 2.0 Flash Long","Random",100,0.556176470588235,0.559019607843137,99,0.762967298592941,0.824584610118262
"NNET","ME/CFS","Gemini Advanced 2.0 Flash Short","Random",100,0.562142857142857,0.559019607843137,99,0.790793000634536,0.842319915421547
"RF","ME/CFS","Claude 3.7 Sonnet Long","Claude 3.7 Sonnet Short",100,0.601680672268908,0.607478991596639,99,0.525431051182876,0.61510581892335
"RF","ME/CFS","Claude 3.7 Sonnet Long","Claude Opus4 Long",100,0.601680672268908,0.620686274509804,99,0.0511784196037765,0.0821865208931234
"RF","ME/CFS","Claude 3.7 Sonnet Long","Claude Opus4 Short",100,0.601680672268908,0.598403361344538,99,0.737731173000808,0.804958474137572
"RF","ME/CFS","Claude 3.7 Sonnet Long","DESeq",100,0.601680672268908,0.626274509803922,99,0.0105535784352944,0.0194670737353741
"RF","ME/CFS","Claude 3.7 Sonnet Long","GPT 4o Long",100,0.601680672268908,0.598711484593837,99,0.766756062799762,0.828023754526642
"RF","ME/CFS","Claude 3.7 Sonnet Long","GPT 4o Short",100,0.601680672268908,0.59296918767507,99,0.383514837246999,0.469497211621364
"RF","ME/CFS","Claude 3.7 Sonnet Long","GPT o3 Long",100,0.601680672268908,0.604145658263305,99,0.792179676527002,0.842319915421547
"RF","ME/CFS","Claude 3.7 Sonnet Long","GPT o3 Short",100,0.601680672268908,0.60953781512605,99,0.36986572486839,0.457306806562819
"RF","ME/CFS","Claude 3.7 Sonnet Long","Gemini 2.5 Pro Long",100,0.601680672268908,0.611820728291317,99,0.261480809656014,0.34089904983807
"RF","ME/CFS","Claude 3.7 Sonnet Long","Gemini 2.5 Pro Short",100,0.601680672268908,0.591526610644258,99,0.327502523373513,0.412019303598936
"RF","ME/CFS","Claude 3.7 Sonnet Long","Gemini Advanced 2.0 Flash Long",100,0.601680672268908,0.594607843137255,99,0.486168610265492,0.578066335376652
"RF","ME/CFS","Claude 3.7 Sonnet Long","Gemini Advanced 2.0 Flash Short",100,0.601680672268908,0.589593837535014,99,0.190498548101167,0.263573073026105
"RF","ME/CFS","Claude 3.7 Sonnet Long","Random",100,0.601680672268908,0.586484593837535,99,0.144677470569052,0.207660091826241
"RF","ME/CFS","Claude 3.7 Sonnet Short","Claude Opus4 Long",100,0.607478991596639,0.620686274509804,99,0.144905286850999,0.207688511250991
"RF","ME/CFS","Claude 3.7 Sonnet Short","Claude Opus4 Short",100,0.607478991596639,0.598403361344538,99,0.347079630493129,0.432660909244859
"RF","ME/CFS","Claude 3.7 Sonnet Short","DESeq",100,0.607478991596639,0.626274509803922,99,0.0249818044591239,0.0423078946485163
"RF","ME/CFS","Claude 3.7 Sonnet Short","GPT 4o Long",100,0.607478991596639,0.598711484593837,99,0.347062750150933,0.432660909244859
"RF","ME/CFS","Claude 3.7 Sonnet Short","GPT 4o Short",100,0.607478991596639,0.59296918767507,99,0.101129729082908,0.154064821649743
"RF","ME/CFS","Claude 3.7 Sonnet Short","GPT o3 Long",100,0.607478991596639,0.604145658263305,99,0.694370149909802,0.76933056382052
"RF","ME/CFS","Claude 3.7 Sonnet Short","GPT o3 Short",100,0.607478991596639,0.60953781512605,99,0.805142202168441,0.853275703385033
"RF","ME/CFS","Claude 3.7 Sonnet Short","Gemini 2.5 Pro Long",100,0.607478991596639,0.611820728291317,99,0.592597831876897,0.676900452311267
"RF","ME/CFS","Claude 3.7 Sonnet Short","Gemini 2.5 Pro Short",100,0.607478991596639,0.591526610644258,99,0.0635947055617141,0.0998927193230608
"RF","ME/CFS","Claude 3.7 Sonnet Short","Gemini Advanced 2.0 Flash Long",100,0.607478991596639,0.594607843137255,99,0.158095189837605,0.224091312698162
"RF","ME/CFS","Claude 3.7 Sonnet Short","Gemini Advanced 2.0 Flash Short",100,0.607478991596639,0.589593837535014,99,0.0206896088881529,0.0357938100536486
"RF","ME/CFS","Claude 3.7 Sonnet Short","Random",100,0.607478991596639,0.586484593837535,99,0.0352234606012181,0.0581378763248643
"RF","ME/CFS","Claude Opus4 Long","Claude Opus4 Short",100,0.620686274509804,0.598403361344538,99,0.0247368625007827,0.0419451146752403
"RF","ME/CFS","Claude Opus4 Long","DESeq",100,0.620686274509804,0.626274509803922,99,0.48730447496601,0.578912626917844
"RF","ME/CFS","Claude Opus4 Long","GPT 4o Long",100,0.620686274509804,0.598711484593837,99,0.0137290814608654,0.0244331110744215
"RF","ME/CFS","Claude Opus4 Long","GPT 4o Short",100,0.620686274509804,0.59296918767507,99,0.00332085832512361,0.00656001680722681
"RF","ME/CFS","Claude Opus4 Long","GPT o3 Long",100,0.620686274509804,0.604145658263305,99,0.0541008928824936,0.0862706995147241
"RF","ME/CFS","Claude Opus4 Long","GPT o3 Short",100,0.620686274509804,0.60953781512605,99,0.166014567672556,0.233859530312734
"RF","ME/CFS","Claude Opus4 Long","Gemini 2.5 Pro Long",100,0.620686274509804,0.611820728291317,99,0.264424129977752,0.344079063317093
"RF","ME/CFS","Claude Opus4 Long","Gemini 2.5 Pro Short",100,0.620686274509804,0.591526610644258,99,0.000970716086302815,0.00209325032828332
"RF","ME/CFS","Claude Opus4 Long","Gemini Advanced 2.0 Flash Long",100,0.620686274509804,0.594607843137255,99,0.000633065876861764,0.00139376600309082
"RF","ME/CFS","Claude Opus4 Long","Gemini Advanced 2.0 Flash Short",100,0.620686274509804,0.589593837535014,99,0.000100802533401837,0.000244396906027544
"RF","ME/CFS","Claude Opus4 Long","Random",100,0.620686274509804,0.586484593837535,99,0.000307497817105558,0.000701897191219208
"RF","ME/CFS","Claude Opus4 Short","DESeq",100,0.598403361344538,0.626274509803922,99,0.00272240845384374,0.00546483461690691
"RF","ME/CFS","Claude Opus4 Short","GPT 4o Long",100,0.598403361344538,0.598711484593837,99,0.975902352740607,0.983830658412798
"RF","ME/CFS","Claude Opus4 Short","GPT 4o Short",100,0.598403361344538,0.59296918767507,99,0.518255375160924,0.609843609564364
"RF","ME/CFS","Claude Opus4 Short","GPT o3 Long",100,0.598403361344538,0.604145658263305,99,0.490310618520065,0.581977386330338
"RF","ME/CFS","Claude Opus4 Short","GPT o3 Short",100,0.598403361344538,0.60953781512605,99,0.208703557937532,0.283511336504825
"RF","ME/CFS","Claude Opus4 Short","Gemini 2.5 Pro Long",100,0.598403361344538,0.611820728291317,99,0.135499703115206,0.19634511120197
"RF","ME/CFS","Claude Opus4 Short","Gemini 2.5 Pro Short",100,0.598403361344538,0.591526610644258,99,0.464125685377962,0.555242384347868
"RF","ME/CFS","Claude Opus4 Short","Gemini Advanced 2.0 Flash Long",100,0.598403361344538,0.594607843137255,99,0.691395978708201,0.768530546365386
"RF","ME/CFS","Claude Opus4 Short","Gemini Advanced 2.0 Flash Short",100,0.598403361344538,0.589593837535014,99,0.296685973975562,0.379902771554073
"RF","ME/CFS","Claude Opus4 Short","Random",100,0.598403361344538,0.586484593837535,99,0.204439843655951,0.27933972631669
